election_type,state,constituency_id,constituency,district,district_role,mapping_confidence,notes,district_weight_estimate,overlap_method,source
lok_sabha,Rajasthan,RAJASTHAN__JHALAWAR-BARAN,JHALAWAR-BARAN,JHALAWAR,partial,medium,Name overlap: constituency='JHALAWAR BARAN' district='JHALAWAR',,,constituency_table_2019
lok_sabha,Rajasthan,RAJASTHAN__JAIPUR,Jaipur,JAIPUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Rajasthan,RAJASTHAN__JAIPUR_RURAL,Jaipur Rural,JAIPUR,partial,medium,Name overlap: constituency='JAIPUR RURAL' district='JAIPUR',,,constituency_table_2019
lok_sabha,Rajasthan,RAJASTHAN__JALORE,Jalore,JALOR,partial,medium,Name overlap: constituency='JALORE' district='JALOR',,,constituency_table_2019
lok_sabha,Rajasthan,RAJASTHAN__JHUNJHUNU,Jhunjhunu,JHUNJHUNUN,partial,medium,Name overlap: constituency='JHUNJHUNU' district='JHUNJHUNUN',,,constituency_table_2019
lok_sabha,Rajasthan,RAJASTHAN__JODHPUR,Jodhpur,JODHPUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Rajasthan,RAJASTHAN__KARAULI-DHOLPUR,KARAULI-DHOLPUR,KARAULI,partial,medium,Name overlap: constituency='KARAULI DHOLPUR' district='KARAULI',,,constituency_table_2019
lok_sabha,Rajasthan,RAJASTHAN__KOTA,Kota,KOTA,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Rajasthan,RAJASTHAN__NAGAUR,Nagaur,NAGAUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Rajasthan,RAJASTHAN__PALI,Pali,PALI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Rajasthan,RAJASTHAN__RAJSAMAND,Rajsamand,RAJSAMAND,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Rajasthan,RAJASTHAN__SIKAR,Sikar,SIKAR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Rajasthan,RAJASTHAN__TONK-SAWAI_MADHOPUR,TONK-SAWAI MADHOPUR,SAWAI MADHOPUR,partial,medium,Name overlap: constituency='TONK SAWAI MADHOPUR' district='SAWAI MADHOPUR',,,constituency_table_2019
lok_sabha,Rajasthan,RAJASTHAN__TONK-SAWAI_MADHOPUR,TONK-SAWAI MADHOPUR,TONK,partial,medium,Name overlap: constituency='TONK SAWAI MADHOPUR' district='TONK',,,constituency_table_2019
lok_sabha,Rajasthan,RAJASTHAN__UDAIPUR,Udaipur,UDAIPUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Sikkim,SIKKIM__SIKKIM,Sikkim,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__ARAKKONAM,Arakkonam,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__ARANI,Arani,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__CHENNAI_NORTH,Chennai North,CHENNAI,partial,medium,Name overlap: constituency='CHENNAI NORTH' district='CHENNAI',,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__CHENNAI_SOUTH,Chennai South,CHENNAI,partial,medium,Name overlap: constituency='CHENNAI SOUTH' district='CHENNAI',,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__CHENNAI_CENTRAL,Chennai central,CHENNAI,partial,medium,Name overlap: constituency='CHENNAI CENTRAL' district='CHENNAI',,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__CHIDAMBARAM,Chidambaram,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__COIMBATORE,Coimbatore,COIMBATORE,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__CUDDALORE,Cuddalore,CUDDALORE,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__DHARMAPURI,Dharmapuri,DHARMAPURI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__DINDIGUL,Dindigul,DINDIGUL,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__ERODE,Erode,ERODE,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__KALLAKURICHI,Kallakurichi,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__KANCHEEPURAM,Kancheepuram,KANCHEEPURAM,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__KANNIYAKUMARI,Kanniyakumari,KANNIYAKUMARI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__KARUR,Karur,KARUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__KRISHNAGIRI,Krishnagiri,KRISHNAGIRI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__MADURAI,Madurai,MADURAI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__MAYILADUTHURAI,Mayiladuthurai,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__NAGAPATTINAM,Nagapattinam,NAGAPATTINAM,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__NAMAKKAL,Namakkal,NAMAKKAL,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__NILGIRIS,Nilgiris,THE NILGIRIS,partial,medium,Name overlap: constituency='NILGIRIS' district='THE NILGIRIS',,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__PERAMBALUR,Perambalur,PERAMBALUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__POLLACHI,Pollachi,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__RAMANATHAPURAM,Ramanathapuram,RAMANATHAPURAM,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__SALEM,Salem,SALEM,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__SIVAGANGA,Sivaganga,SIVAGANGA,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__SRIPERUMBUDUR,Sriperumbudur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__TENKASI,Tenkasi,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__THANJAVUR,Thanjavur,THANJAVUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__THENI,Theni,THENI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__THIRUVALLUR,Thiruvallur,THIRUVALLUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__THOOTHUKKUDI,Thoothukkudi,THOOTHUKKUDI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__TIRUCHIRAPPALLI,Tiruchirappalli,TIRUCHIRAPPALLI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__TIRUNELVELI,Tirunelveli,TIRUNELVELI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__TIRUPPUR,Tiruppur,TIRUPPUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__TIRUVANNAMALAI,Tiruvannamalai,TIRUVANNAMALAI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__VELLORE,Vellore,VELLORE,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__VILUPPURAM,Viluppuram,VILUPPURAM,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Tamil Nadu,TAMIL_NADU__VIRUDHUNAGAR,Virudhunagar,VIRUDHUNAGAR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__ADILABAD,Adilabad,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__BHONGIR,Bhongir,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__CHEVELLA,CHEVELLA,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__HYDERABAD,Hyderabad,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__KARIMNAGAR,Karimnagar,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__KHAMMAM,Khammam,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__MAHABUBABAD,Mahabubabad,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__MAHBUBNAGAR,Mahbubnagar,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__MALKAJGIRI,Malkajgiri,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__MEDAK,Medak,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__NAGARKURNOOL,Nagarkurnool,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__NALGONDA,Nalgonda,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__NIZAMABAD,Nizamabad,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__PEDDAPALLE,Peddapalle,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__SECUNDRABAD,Secundrabad,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__WARANGAL,Warangal,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Telangana,TELANGANA__ZAHIRABAD,Zahirabad,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2019
lok_sabha,Tripura,TRIPURA__TRIPURA_EAST,Tripura East,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Tripura,TRIPURA__TRIPURA_WEST,Tripura West,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__AGRA,Agra,AGRA,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__AKBARPUR,Akbarpur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__ALIGARH,Aligarh,ALIGARH,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__ALLAHABAD,Allahabad,ALLAHABAD,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__AMBEDKAR_NAGAR,Ambedkar Nagar,AMBEDKAR NAGAR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__AMETHI,Amethi,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__AMROHA,Amroha,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__AONLA,Aonla,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__AZAMGARH,Azamgarh,AZAMGARH,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__BADAUN,Badaun,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__BAGHPAT,Baghpat,BAGHPAT,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__BAHRAICH,Bahraich,BAHRAICH,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__BALLIA,Ballia,BALLIA,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__BANDA,Banda,BANDA,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__BANSGAON,Bansgaon,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__BARABANKI,Barabanki,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__BAREILLY,Bareilly,BAREILLY,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__BASTI,Basti,BASTI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__BHADOHI,Bhadohi,SANT RAVIDAS NAGAR (BHADOHI),partial,medium,Name overlap: constituency='BHADOHI' district='SANT RAVIDAS NAGAR BHADOHI',,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__BIJNOR,Bijnor,BIJNOR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__BULANDSHAHR,Bulandshahr,BULANDSHAHR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__CHANDAULI,Chandauli,CHANDAULI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__DEORIA,Deoria,DEORIA,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__DHAURAHRA,Dhaurahra,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__DOMARIYAGANJ,Domariyaganj,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__ETAH,Etah,ETAH,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__ETAWAH,Etawah,ETAWAH,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__FAIZABAD,Faizabad,FAIZABAD,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__FARRUKHABAD,Farrukhabad,FARRUKHABAD,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__FATEHPUR,Fatehpur,FATEHPUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__FATEHPUR_SIKRI,Fatehpur Sikri,FATEHPUR,partial,medium,Name overlap: constituency='FATEHPUR SIKRI' district='FATEHPUR',,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__FIROZABAD,Firozabad,FIROZABAD,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__GAUTAM_BUDDHA_NAGAR,Gautam Buddha Nagar,GAUTAM BUDDHA NAGAR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__GHAZIABAD,Ghaziabad,GHAZIABAD,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__GHAZIPUR,Ghazipur,GHAZIPUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__GHOSI,Ghosi,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__GONDA,Gonda,GONDA,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__GORAKHPUR,Gorakhpur,GORAKHPUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__HAMIRPUR,Hamirpur,HAMIRPUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__HARDOI,Hardoi,HARDOI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__HATHRAS,Hathras,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__JALAUN,Jalaun,JALAUN,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__JAUNPUR,Jaunpur,JAUNPUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__JHANSI,Jhansi,JHANSI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__KAIRANA,Kairana,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__KAISERGANJ,Kaiserganj,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__KANNAUJ,Kannauj,KANNAUJ,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__KANPUR,Kanpur,KANPUR DEHAT,partial,medium,Name overlap: constituency='KANPUR' district='KANPUR DEHAT',,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__KANPUR,Kanpur,KANPUR NAGAR,partial,medium,Name overlap: constituency='KANPUR' district='KANPUR NAGAR',,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__KAUSHAMBI,Kaushambi,KAUSHAMBI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__KHERI,Kheri,KHERI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__KUSHI_NAGAR,Kushi Nagar,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__LALGANJ,Lalganj,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__LUCKNOW,Lucknow,LUCKNOW,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__MACHHLISHAHR,Machhlishahr,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__MAHARAJGANJ,Maharajganj,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__MAINPURI,Mainpuri,MAINPURI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__MATHURA,Mathura,MATHURA,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__MEERUT,Meerut,MEERUT,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__MIRZAPUR,Mirzapur,MIRZAPUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__MISRIKH,Misrikh,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__MOHANLALGANJ,Mohanlalganj,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__MORADABAD,Moradabad,MORADABAD,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__MUZAFFARNAGAR,Muzaffarnagar,MUZAFFARNAGAR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__NAGINA,Nagina,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__PHULPUR,Phulpur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__PILIBHIT,Pilibhit,PILIBHIT,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__PRATAPGARH,Pratapgarh,PRATAPGARH,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__RAE_BARELI,Rae Bareli,RAE BARELI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__RAMPUR,Rampur,RAMPUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__ROBERTSGANJ,Robertsganj,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__SAHARANPUR,Saharanpur,SAHARANPUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__SALEMPUR,Salempur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__SAMBHAL,Sambhal,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__SANT_KABIR_NAGAR,Sant Kabir Nagar,SANT KABIR NAGAR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__SHAHJAHANPUR,Shahjahanpur,SHAHJAHANPUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__SHRAWASTI,Shrawasti,SHRAWASTI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__SITAPUR,Sitapur,SITAPUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__SULTANPUR,Sultanpur,SULTANPUR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__UNNAO,Unnao,UNNAO,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttar Pradesh,UTTAR_PRADESH__VARANASI,Varanasi,VARANASI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttarakhand,UTTARAKHAND__ALMORA,Almora,ALMORA,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttarakhand,UTTARAKHAND__GARHWAL,Garhwal,GARHWAL,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttarakhand,UTTARAKHAND__HARDWAR,Hardwar,HARDWAR,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,Uttarakhand,UTTARAKHAND__NAINITAL-UDHAMSINGH_NAGAR,Nainital-udhamsingh Nagar,NAINITAL,partial,medium,Name overlap: constituency='NAINITAL UDHAMSINGH NAGAR' district='NAINITAL',,,constituency_table_2019
lok_sabha,Uttarakhand,UTTARAKHAND__TEHRI_GARHWAL,Tehri Garhwal,TEHRI GARHWAL,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__ALIPURDUARS,Alipurduars,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__ARAMBAGH,Arambagh,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__ASANSOL,Asansol,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__BAHARAMPUR,Baharampur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__BALURGHAT,Balurghat,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__BANGAON,Bangaon,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__BANKURA,Bankura,BANKURA,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__BARASAT,Barasat,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__BARDHAMAN_DURGAPUR,Bardhaman Durgapur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__BARDHAMAN_PURBA,Bardhaman Purba,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
